Journal;Year;Titel;Observation;Interview;Content Analysis;Other;Observation_y/n;Interview_y/n;ContentAnalysis_y/n;Other_y/n;Subject;Medium;Field
Communication Monographs;2001;The Effectiveness of an Altruistic Appeal in the Presence and Absence of Favors;no;only method;no;no;no;yes;no;no;media effects;conversations;combination
Communication Monographs;2011;Barack Obama as the Great Man Communicative Constructions of Racial Transcendence in White-Male Elite Discourses;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;PR/campaining
Communication Monographs;2005;Guys;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Monographs;2003;The Social Construction of Mobile Technology An Application of the Social Influence Model to Perceptions and Uses of Mobile Phones within Personal Communication Networks;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Monographs;2004;Social Norms and Expectancy Violation Theories Assessing the Effectiveness of Health Communication Campaigns;no;only method;no;no;no;yes;no;no;media effects;combination;PR/campaining
Communication Monographs;2002;An Analysis of the Association Between Topic Avoidance and Dissastisfaction Comparing Perceptual and Interpersonal Explanations;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Monographs;2011;Being Open without Talking about It A Rhetorical/Normative Approach to Understanding Topic Avoidance in Families after a Lung Cancer Diagnosis;no;only method;no;no;no;yes;no;no;interpersonal communication;conversations;private_shpere
Communication Monographs;2014;“What Do You Say to Your Mother When Your Mother's Standing Beside You?” Birth and Adoptive Family Contributions to Adoptive Identity via Relational Identity and Relational–Relational Identity Gaps;no;only method;no;no;no;yes;no;no;interpersonal communication;conversations;private_shpere
Communication Monographs;2004;Strategic Topic Avoidance An Investigation of Topic Avoidance Frequency, Strategies Used, and Relational Correlates;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Monographs;2010;Testing Components of Confirmation How Acceptance and Challenge from Mothers, Fathers, and Siblings are Related to Adolescent Self-Concept;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Monographs;2013;The Evolution of Networks and the Resilience of Interorganizational Relationships after Disaster;no;no;only method;no;no;no;yes;no;media contents;print;PR/campaining
Communication Monographs;2004;Network Dynamics of Interorganizational Cooperation The Croatian Civil Society Movement;no;coequal method;no;coequal method;no;yes;no;yes;media systems;combination;PR/campaining
Communication Monographs;2006;One Down, Two Involved An Application and Extension of Inconsistent Nurturing as Control Theory to Couples Including One Depressed IndividualThe current project is based on the first authors dissertation, completed under the direction of the second..;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Monographs;2010;Predictors and Consequences of Conversations About Health Promoting Media Messages;no;coequal method;coequal method;no;no;yes;yes;no;uses & gratifications;combination;combination
Communication Monographs;2000;Account Credibility and Public Image Excuses, Justifications, Denials, and Sexual Harassment;no;only method;no;no;no;yes;no;no;media effects;conversations;private_shpere
Communication Monographs;2003;The Semantics of Social Influence Threats vs. Persuasion;no;only method;no;no;no;yes;no;no;media effects;conversations;private_shpere
Communication Monographs;2000;Affection Received From Fathers as a Predictor of Mens Affection with their Own Sons Tests of the Modeling and Compensation Hypotheses;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Monographs;2015;The Role of Communication in Aging Well: Introducing the Communicative Ecology Model of Successful Aging;no;only method;no;no;no;yes;no;no;media effects;combination;private_shpere
Communication Monographs;2002;Kept at Arms Length Questioning the Organizational Desirability of Member Identification;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Monographs;2009;Attachment and Relational Satisfaction The Mediating Effect of Emotional Communication;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Monographs;2013;Blurting;no;only method;no;no;no;yes;no;no;interpersonal communication;conversations;private_shpere
Communication Monographs;2001;Conflict Between Relationally Uncertain Romantic Partners The Influence of Relational Responsiveness and Empathy;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Monographs;2002;Telecommuting As Viewed Through Cultural Lenses An Empirical Investigation of the Discourses of Utopia, Identity, and Mystery;no;no;only method;no;no;no;yes;no;media contents;conversations;private_shpere
Communication Monographs;2006;The Attentional Mechanism of Message Sensation Value Interaction between Message Sensation Value and Argument Quality on Message Effectiveness;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;PR/campaining
Communication Monographs;2005;Family Ties Communicating Identity Through Jointly Told Family Stories;no;no;only method;no;no;no;yes;no;interpersonal communication;conversations;private_shpere
Communication Monographs;2001;The Meaning of Means The Means Dont Justify the Ends;no;only method;no;no;no;yes;no;no;methods;conversations; 
Communication Monographs;2001;Automatic Responses, Target Resistance, and the Adaptation of Compliance-Seeking Requests;no;only method;no;no;no;yes;no;no;media effects;conversations;combination
Communication Monographs;2013;Generalized Anxiety and Relational Uncertainty as Predictors of Topic Avoidance During Reintegration Following Military Deployment;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Communication Monographs;2012;Accounting for Lesbian-Headed Families Lesbian Mothers Responses to Discursive Challenges;no;only method;no;no;no;yes;no;no; ; ;private_shpere
Communication Monographs;2009;A Multitrait-Multimethod Validity Assessment of the Verbal Aggressiveness and Argumentativeness Scales;no;only method;no;no;no;yes;no;no;methods;conversations;combination
Communication Monographs;2002;The Role of Communication in the Formation of an Issue-Based Citizenry;no;only method;no;no;no;yes;no;no;media effects;combination;PR/campaining
Communication Monographs;2009;Measuring Online Communication Attitude Instrument Development and Validation;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;combination
Communication Monographs;2010;Measuring Transformational and Charismatic Leadership Why isnt Charisma Measured?;no;only method;no;no;no;yes;no;no;uses & gratifications; ; 
Communication Monographs;2010;Collaborative Tensions Practitioners Experiences of Interorganizational Relationships;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Monographs;2006;Take This Job and ..  Quitting and Other Forms of Resistance to Workplace BullyingThis article is based on the authors dissertation;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Monographs;2001;Eysencks BIG THREE and Communication Traits Three Correlational Studies;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;combination
Communication Monographs;2012;Examining the Bidirectional Nature of Topic Avoidance and Relationship Dissatisfaction The Moderating Role of Communication Skills;no;only method;no;no;no;yes;no;no;interpersonal communication;conversations;private_shpere
Communication Monographs;2010;Divine Will and its Extensions Communicative Functions of maasaallah in Colloquial Jordanian Arabic;no;only method;no;no;no;yes;no;no;media effects;audio-visual;PR/campaining
Communication Monographs;2011;Communicationg a new...;no;coequal method;coequal method;no;no;yes;yes;no;interpersonal communication; ;private_shpere
Communication Monographs;2001;The Effects of Anger, Sadness and Happiness on Persuasive Message Processing A Test of the Negative State Relief Model;no;only method;no;no;no;yes;no;no;media effects;conversations;combination
Communication Monographs;2002;Mens Behavior Toward Women After Viewing Sexually-Explicit Films Degradation Makes a Difference;no;only method;no;no;no;yes;no;no;media effects;audio-visual;entertainment
Communication Monographs;2006;Impact of Medical Mistakes Navigating Work “Family Boundaries for Physicians and Their Families;no;only method;no;no;no;yes;no;no;uses & gratifications; ; 
Communication Monographs;2005;Inoculation and Mental Processing The Instrumental Role of Associative Networks in the Process of Resistance to Counterattitudinal Influence;no;only method;no;no;no;yes;no;no;media effects;conversations;private_shpere
Communication Monographs;2011;The Social Dimension of Blogging about Health Health Blogging, Social Support, and Well-being;no;coequal method;coequal method;no;no;yes;yes;no;interpersonal communication;computer;private_shpere
Communication Monographs;2015;Communicating Social Support in Computer-mediated Contexts: A Meta-analytic Review of Content Analyses Examining Support Messages Shared Online among Individuals Coping with Illness;no;no;only method;no;no;no;yes;no;interpersonal communication;computer;private_shpere
Communication Monographs;2004;The Effect of Interactivity on Initial Interactions The Influence of Information Valence and Modality and Information Richness on Computer-Mediated Interaction;no;only method;no;no;no;yes;no;no;media effects;computer;private_shpere
Communication Monographs;2007;Relational Communication in Computer-Mediated Interaction Revisited A Comparison of Participant-Observer Perspectives;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Communication Monographs;2009;Contradictions and Praxis Contextualized by Wartime Deployment Wives Perspectives Revealed through Relational Dialectics;no;only method;no;no;no;yes;no;no;uses & gratifications; ; 
Communication Monographs;2007;I Said What? Partner Familiarity, Resistance, and the Accuracy of Conversational Recall;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Monographs;2008;Making Sense of Fractured Identities Male Professors Narratives of Sexual Harassment;no;only method;no;no;no;yes;no;no;uses & gratifications; ;private_shpere
Communication Monographs;2012;An Experimental Test of Stigma Communication Content with a Hypothetical Infectious Disease Alert;no;only method;no;no;no;yes;no;no;media effects;conversations;private_shpere
Communication Monographs;2003;Language, Social Comparison, and College Football Is Your School Less Similar to the Rival School than the Rival School is to Your School?;no;only method;no;no;no;yes;no;no;media effects;combination;combination
Communication Monographs;2001;Memorable Messages as Guides to Self-Assessment of Behavior The Role of Instrumental Values;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Monographs;2010;Research as a Transdisciplinary Networked Process A Metaphor for Difference-Making Research;no;only method;no;no;no;yes;no;no;methods;print;combination
Communication Monographs;2015;Motherhood as Contested Ideological Terrain: Essentialist and Queer Discourses of Motherhood at Play in Female–female Co-mothers' Talk;no;only method;no;no;no;yes;no;no;interpersonal communication;conversations;private_shpere
Communication Monographs;2000;Television Use, Stereotypes of African Americans and Opinions on Affirmative Action An Affective Model of Policy Reasoning;no;only method;no;no;no;yes;no;no;media effects;audio-visual;combination
Communication Monographs;2010;Behind the Scenes Life As An Editorial Assistant;no;no;only method;no;no;no;yes;no;uses & gratifications;conversations;combination
Communication Monographs;2012;Communicating in a Collaborating Group A Longitudinal Network Analysis;no;no;only method;no;no;no;yes;no;interpersonal communication;computer;private_shpere
Communication Monographs;2014;Health-care Provider Compassionate Love and Women's Infertility Stressors;no;only method;no;no;no;yes;no;no;media effects;conversations;private_shpere
Communication Monographs;2010;Comparing Physically Abused, Neglected, and Nonmaltreated Children During Interactions with their Parents A Meta-Analysis of Observational Studies;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Monographs;2010;A Measure of Weak-Tie/Strong-Tie Support Network Preference;no;no;only method;no;no;no;yes;no;uses & gratifications;conversations;private_shpere
Communication Research;2003;Variety Versus Timing;no;only method;no;no;no;yes;no;no;media effects;audio-visual;entertainment
Communication Research;2011;Good News for the Future? Young People, Internet Use, and Political Participation;no;only method;no;no;no;yes;no;no;media effects;internet;journalism
Communication Research;2001;Storytelling Neighborhood;no;only method;no;no;no;yes;no;no;interpersonal communication;conversations;private_shpere
Communication Research;2012;Attributions After a Group Failure: Do They Matter? Effects of Attributions on Group Communication and Performance;no;only method;no;no;no;yes;no;no;interpersonal communication;computer; 
Communication Research;2004;Testing the Cognitive Mediation Model;no;only method;no;no;no;yes;no;no;media effects;combination;journalism
Communication Research;2010;The Influences of Message and Source Factors on Advice Outcomes;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;private_shpere
Communication Research;2013;The Role of Thinking in the Comforting Process: An Empirical Test of a Dual-Process Framework;no;only method;no;no;no;yes;no;no;uses & gratifications;print;journalism
Communication Research;2005;News about Genetics and Smoking;no;only method;no;no;no;yes;no;no;media effects;audio-visual;PR/campaining
Communication Research;2015;“Am I a Better Mother Than You?”: Media and 21st-Century Motherhood in the Context of the Social Comparison Theory;no;only method;no;no;no;yes;no;no;media effects;internet;private_shpere
Communication Research;2008;Collaborative Information Seeking in Intercultural Computer-Mediated Communication Groups;no;no;no;only method;no;no;no;yes;uses & gratifications;computer;private_shpere
Communication Research;2008;Political Ads and Citizen Communication;no;central method;no;subordinate method;no;yes;no;yes;media effects;combination;PR/campaining
Communication Research;2003;The Influence of Mass Media and Other Culprits on the Projection of Personal Opinion;no;only method;no;no;no;yes;no;no;media effects;combination;combination
Communication Research;2013;Television News, Public Opinion, and the Iraq War: Do Wartime Rationales Matter?;no;coequal method;coequal method;no;no;yes;yes;no;media effects;combination;journalism
Communication Research;2013;The Communication Styles Inventory (CSI): A Six-Dimensional Behavioral Model of Communication Styles and Its Relation With Personality;no;only method;no;no;no;yes;no;no;methods;combination;combination
Communication Research;2000;Affect and Persuasion;no;only method;no;no;no;yes;no;no;media effects;audio-visual;PR/campaining
Communication Research;2014;Reconciling Passive and Motivated Learning: The Saturation-Conditional Impact of Media Coverage and Motivation on Political Information;no;coequal method;coequal method;no;no;yes;yes;no;media effects;combination;combination
Communication Research;2003;Assessing Causality in the Cognitive Mediation Model;no;only method;no;no;no;yes;no;no;media effects;combination;PR/campaining
Communication Research;2010;Communicating the Right Emotion to Generate Help for Connected Versus Unconnected Others;no;only method;no;no;no;yes;no;no;uses & gratifications;print;PR/campaining
Communication Research;2010;Matching Communication Modalities: The Effects of Modality Congruence and Processing Style on Brand Evaluation and Brand Choice;no;only method;no;no;no;yes;no;no;media effects;combination;advertising
Communication Research;2009;The Role of Racial Identity in Responses to Thin Media Ideals;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;combination
Communication Research;2014;Antagonistic and Synergetic Impacts of Conversation on Nonpersuasive Media Effects;no;only method;no;no;no;yes;no;no;media effects;conversations;combination
Communication Research;2009;The Association Between Satisfaction and Commitment Differs Across Marital Couple Types;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Research;2000;Conferring Resistance to Peer Pressure Among Adolescents;no;only method;no;no;no;yes;no;no;media effects;audio-visual;PR/campaining
Communication Research;2003;News Content and Form;no;coequal method;coequal method;no;no;yes;yes;no;media effects;print;journalism
Communication Research;2011;Sexual Cues Emanating From the Anchorette Chair Implications for Perceived Professionalism, Fitness for Beat, and Memory for News;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;journalism
Communication Research;2012;Partisan Evaluation of Partisan Information;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;journalism
Communication Research;2013;Stimulating the Quasi-statistical Organ: Fear of Social Isolation Motivates the Quest for Knowledge of the Opinion Climate;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;journalism
Communication Research;2009;Reciprocity and Dating;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Research;2013;When the World Outside Gets Inside Your Head: The Effects of Media Context on Perceptions of Public Opinion;no;coequal method;coequal method;no;no;yes;yes;no;media effects;combination;combination
Communication Research;2015;Testing a Dual-Process Theory of Supportive Communication Outcomes: How Multiple Factors Influence Outcomes in Support Situations;no;only method;no;no;no;yes;no;no;interpersonal communication;conversations;private_shpere
Communication Research;2004;Using Functional Theory to Promote Sexually Transmitted Disease (STD) Testing;no;only method;no;no;no;yes;no;no;media effects;audio-visual;PR/campaining
Communication Research;2005;The Impact of Mood on Persuasion;no;no;only method;no;no;no;yes;no;media effects;combination;combination
Communication Research;2000;Ethnicity and Ethnic Media Use;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;combination
Communication Research;2013;Explaining the Process of Resistance to Persuasion: A Politeness Theory-Based Approach;no;only method;no;no;no;yes;no;no;media effects;print;PR/campaining
Communication Research;2006;Understanding Employees Willingness to Contribute to Shared Electronic Databases;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;PR/campaining
Communication Research;2001;Internet Connectedness and Inequality;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;combination
Communication Research;2004;A Goal-Directed Approach to Gaining Compliance;no;only method;no;no;no;yes;no;no;media effects;conversations;private_shpere
Communication Research;2008;Agenda Setting in Civic Development;no;only method;no;no;no;yes;no;no;media effects;print;journalism
Communication Research;2015;The Knowledge Leveling Effect of Portal Sites;no;only method;no;no;no;yes;no;no;media effects;internet;combination
Communication Research;2002;When the Frame Paints the Picture;no;only method;no;no;no;yes;no;no;uses & gratifications;print;journalism
Communication Research;2015;Why Does Social Capital Matter in Health Communication Campaigns?;no;only method;no;no;no;yes;no;no;media effects;combination;PR/campaining
Communication Research;2012;Does Discussion With Disagreement Discourage All Types of Political Participation? Survey Evidence From Hong Kong;no;only method;no;no;no;yes;no;no;media effects;conversations;combination
Communication Research;2007;Anticipated Guilt as Motivation to Help Unknown Others;no;only method;no;no;no;yes;no;no;media effects;print;PR/campaining
Communication Research;2001;Exploring the Digital Divide;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;combination
Communication Research;2001;Fear and Misperception of Los Angeles Urban Space;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;private_shpere
Communication Research;2011;Explaining Variation in Contemporaneous Responses to Hurt in Premarital Romantic Relationships A Relational Turbulence Model Perspective;no;only method;no;no;no;yes;no;no;interpersonal communication;conversations;private_shpere
Communication Research;2010;Explaining the Influence of Anger and Compassion on Negotiators Interaction Goals: An Assessment of Trust and Distrust as Two Distinct Mediators;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Research;2000;Social Identity and Media Dependency in the Gay Community;no;only method;no;no;no;yes;no;no;media effects;computer;private_shpere
Communication Research;2007;Newspaper Coverage as Indirect Effects of a Health Communication Intervention;no;no;only method;no;no;no;yes;no;media effects;combination;PR/campaining
Communication Research;2007;How Peer Proximity Moderates Indirect Media Influence on Adolescent Smoking;no;only method;no;no;no;yes;no;no;media effects;print;PR/campaining
Communication Research;2009;Did You See It Coming?;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Research;2009;Women Are Sort of More Tentative Than Men, Arent They?;no;no;only method;no;no;no;yes;no;uses & gratifications;computer;private_shpere
Communication Research;2011;The Dynamics of Goal Congruency and Cognitive Busyness in Goal Detection;no;only method;no;no;no;yes;no;no;interpersonal communication;conversations;private_shpere
Communication Research;2014;Left to Their Own Devices: College Students’ “Guilty Pleasure” Media Use and Time Management;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;combination
Communication Research;2011;The Impact of Stereotypical Versus Counterstereotypical Media Exemplars on Racial Attitudes, Causal Attributions, and Support for Affirmative Action;no;only method;no;no;no;yes;no;no;media effects;audio-visual;combination
Communication Research;2008;Revisiting Interpersonal Media Competition;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Research;2005;Switching Social Identities:;no;coequal method;coequal method;no;no;yes;yes;no;media effects;print;journalism
Communication Research;2002;Agenda Setting and Issue Salience Online;no;no;only method;no;no;no;yes;no;media effects;internet;journalism
Communication Research;2012;See It on a Radio Story Sound Effects and Shots to Evoked Imagery and Attention on Audio Fiction;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Communication Research;2008;Strategy Versus Understanding;no;only method;no;no;no;yes;no;no;media effects;print;journalism
Communication Research;2004;Community Boundedness, Personal Relevance, and the Knowledge Gap;no;only method;no;no;no;yes;no;no;uses & gratifications; ; 
Communication Research;2001;Communication, Context, and Community;no;only method;no;no;no;yes;no;no;media effects;combination;combination
Communication Research;2007;The Influence of Behavioral Inhibition/Approach Systems and Message Framing on the Processing of Persuasive Health Messages;no;only method;no;no;no;yes;no;no;media effects;print;PR/campaining
Communication Research;2007;Examining the Moderating and Mediating Roles of News Exposure and Attention on Adolescent Judgments of Alcohol-Related Risks;no;only method;no;no;no;yes;no;no;media effects;combination;journalism
Communication Research;2002;Testing Alternative Explanations for Exposure Effects in Media Campaigns;no;only method;no;no;no;yes;no;no;media effects;combination;PR/campaining
Communication Research;2012;Cads and Dads on Screen Do Media Representations of Partner Scarcity Affect Partner Preferences Among College-Aged Women?;no;only method;no;no;no;yes;no;no;media effects;audio-visual;private_shpere
Communication Research;2011;Modeling Dyadic Effects in the Associations Between Relational Uncertainty, Sexual Communication, and Sexual Satisfaction for Husbands and Wives;no;only method;no;no;no;yes;no;no;interpersonal communication;conversations;private_shpere
Communication Research;2009;An Actor-Partner Interdependence Model of Irritations in Romantic Relationships;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Research;2014;A Unique Problem or the Manifestation of a Preexisting Disorder? The Mediating Role of Problematic Internet Use in the Relationships Between Psychosocial Problems and Functional Impairment;no;only method;no;no;no;yes;no;no;media effects;internet;combination
Communication Research;2005;Why Does It Hurt?;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communication Research;2008;The Influence of Liking for a Public Service Announcement on Issue Attitude;no;only method;no;no;no;yes;no;no;media effects;audio-visual;PR/campaining
Communication Research;2010;Making Sense Sensibly in Crisis Communication: How Publics Crisis Appraisals Influence Their Negative Emotions, Coping Strategy Preferences, and Crisis Response Acceptance;no;only method;no;no;no;yes;no;no;media effects;combination;PR/campaining
Communication Research;2010;Effects of Narratives, Openness to Dialogic Communication, and Credibility on Engagement in Crisis Communication Through Organizational Blogs;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Communication Research;2002;Effects of News Coverage on Policy Attention and Actions;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Communication Research;2006;Is It the Medium or the Message? Structuring Complex News to Enhance Engagement and Situational Understanding by Nonexperts;no;only method;no;no;no;yes;no;no;media effects;print;journalism
Communication Research;2002;Perceived Characteristics, Perceived Needs, and Perceived Popularity;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;combination
Communication Research;2012;Cultural Agenda Setting Media Attributes and Public Attention of Greek Museums;no;no;coequal method;coequal method;no;no;yes;yes;media effects;combination;combination
Communication Theory;2011;Subjective Posture and Subjective Affluence: Chicago Field Theories in the U.S. Media and Political Systems;no;no;only method;no;no;no;yes;no;uses & gratifications; ;PR/campaining
Communication Theory;2011;El Rock Star Perfecto? Theorizing Juanes and New Directions in Cross-Over Celebrity;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;entertainment
Communication Theory;2012;Outsourcing Postracialism Voicing Neoliberal Multiculturalism in Outsourced;no;no;only method;no;no;no;yes;no;media contents;audio-visual;entertainment
Communication Theory;2006;Friends, Judaism, and the Holiday Armadillo: Mapping a Rhetoric of Postidentity Politics;no;no;only method;no;no;no;yes;no;media contents;audio-visual;entertainment
Communication Theory;2001;Shattering Butterflies and Amazons: Symbolic Constructions of Women in Colombian Development Discourse;no;subordinate method;central method;no;no;yes;yes;no;media contents; ; 
Communications: The European Journal of Communicat;2002;The consumers choice: Language, media consumption and  hybrid identities of minorities;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;private_shpere
Communications: The European Journal of Communicat;2009;The role of dimensions of narrative engagement in narrative persuasion;no;only method;no;no;no;yes;no;no;media effects;print;entertainment
Communications: The European Journal of Communicat;2003;Valenced news frames and public support for the EU;no;no;only method;no;no;no;yes;no;media contents;combination;journalism
Communications: The European Journal of Communicat;2002;Sex role stereotyping in television advertisements: A  content analysis of advertisements from South Africa and Great Britain;no;no;only method;no;no;no;yes;no;media contents;audio-visual;advertising
Communications: The European Journal of Communicat;2003;Establishing a middle ground for public and community broadcasting in Indonesia: An action research project;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;combination
Communications: The European Journal of Communicat;2009;Narrative-based learning: Possible benefits and problems;no;only method;no;no;no;yes;no;no;media effects;print;private_shpere
Communications: The European Journal of Communicat;2002;Discourses of nature in advertising;no;no;only method;no;no;no;yes;no;media contents;audio-visual;advertising
Communications: The European Journal of Communicat;2010;When the wind changes direction: The impact of content shift on the cultivation effect;no;coequal method;coequal method;no;no;yes;yes;no;media effects;print;journalism
Communications: The European Journal of Communicat;2007;Biographical functions of cinema and film preferences among older German adults: A representative quantitative survey;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Communications: The European Journal of Communicat;2000;Television Viewing and the Temporal Organization of Daily Life in Households: A Multilevel analysis;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Communications: The European Journal of Communicat;2010;Identification with characters and narrative persuasion through fictional feature films;no;only method;no;no;no;yes;no;no;media effects;audio-visual;entertainment
Communications: The European Journal of Communicat;2004;Supercrips versus the pitiful handicapped: Reception of disabling images by disabled audience members;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;combination
Communications: The European Journal of Communicat;2008;Partners influence on each others television exposure: Dominance or symmetry?;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Communications: The European Journal of Communicat;2001;Patterns in Televison News Use;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Communications: The European Journal of Communicat;2009;Reality TV as a moral laboratory: A dramaturgical analysis of The Golden Cage;no;no;only method;no;no;no;yes;no;media contents;audio-visual;entertainment
Communications: The European Journal of Communicat;2003;The affected German voter: Televized debates, follow-up communication and candidate evaluations;no;only method;no;no;no;yes;no;no;media effects;audio-visual;PR/campaining
Communications: The European Journal of Communicat;2009;Exploring the link between reading fiction and empathy: Ruling out individual differences and examining outcomes;no;only method;no;no;no;yes;no;no;uses & gratifications;print;combination
Communications: The European Journal of Communicat;2004;Days of awe: The praxis of news coverage during national crisis;no;no;only method;no;no;no;yes;no;media contents;combination;journalism
Communications: The European Journal of Communicat;2008;Occupational position and consumption of news: A research note;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Communications: The European Journal of Communicat;2002;Supplement or substitution? The relationship between  reading a local print newspaper and the use of its online version;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;journalism
Communications: The European Journal of Communicat;2007;A matter of looks: The framing of obesity in four Swedish daily newspapers;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Communications: The European Journal of Communicat;2001;Using Protocol Analysis in TelevisionNews Research: Proposal and First Tests;no;only method;no;no;no;yes;no;no;methods;audio-visual;journalism
Communications: The European Journal of Communicat;2005;Measuring the complexity of viewers television news interpretation: Differentation;no;central method;subordinate method;no;no;yes;yes;no;uses & gratifications;audio-visual;combination
Communications: The European Journal of Communicat;2010;European TV Environments and citizens social trust: Evidence from Multilevel Analyses;no;only method;no;no;no;yes;no;no;media effects;audio-visual;combination
Communications: The European Journal of Communicat;2006;Are national communication journals still necessary? A case study and some suggestions;no;no;only method;no;no;no;yes;no;the own discipline;print;combination
Communications: The European Journal of Communicat;2008;The PSI-Process Scales. A new measure to assess the intensity and breadth of parasocial processes;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Communications: The European Journal of Communicat;2005;The changing election coverage of German television. A content analysis: 1990-2002;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Communications: The European Journal of Communicat;2006;Between Al-Jazeera and CNN: Indicators of media use by Belgian ethnic minority youth;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;combination
Communications: The European Journal of Communicat;2009;Modes of reception for fictional films;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Communications: The European Journal of Communicat;2010;Old ties from a new(s) perspective: Diversity in the Dutch press coverage of the 2006 general election campaign;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Communications: The European Journal of Communicat;2000;Adolescents Read Music Videos. An Israeli Case Study;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Communications: The European Journal of Communicat;2003;Personal Digital Assistants--Patterns of user gratifications;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Communications: The European Journal of Communicat;2004;The motivation of journalists within local newspapers;no;only method;no;no;no;yes;no;no;communicator research;combination;journalism
Communications: The European Journal of Communicat;2008;Online and print newspapers in Europe in 2003. Evolving towards complementarity;no;no;only method;no;no;no;yes;no;media contents;combination;journalism
Communications: The European Journal of Communicat;2003;Guilt and Penance: Prospective and retrospective voting in 2002;no;coequal method;coequal method;no;no;yes;yes;no;media effects;combination;PR/campaining
Communications: The European Journal of Communicat;2002;Guilt and penance: Prospective and retrospective voting in2002;no;coequal method;coequal method;no;no;yes;yes;no;media effects;print;journalism
Communications: The European Journal of Communicat;2001;The Home as a MultimediaEnvironment: Families Conception of Space and the Introductionof Information and Communication Technologies in the Home;no;central method;subordinate method;no;no;yes;yes;no;uses & gratifications;combination;private_shpere
